111,3,47,2,1293050723.00352
112,47,3,2,1293054742.65514
113,16,6,5,1293191604.74618
114,6,15,4,1293409870.96218
115,26,49,1,1293448472.81444
116,26,50,1,1293448479.2438
117,29,49,2,1293453341.91475
118,49,29,2,1293453456.20721
119,49,26,2,1293453463.2234
120,1,51,1,1293481238.15303
121,51,1,8,1293481551.96527
122,6,20,2,1293481688.78585
123,20,6,1,1293482234.62328
124,3,52,4,1293523499.48644
125,1,53,1,1293579274.01007
126,53,1,1,1293579280.83393
127,30,54,1,1293583961.4875
128,48,45,1,1293603105.36008
129,55,6,1,1293604543.59049
130,6,55,1,1293604590.1113
131,6,14,5,1293632316.69358
132,23,17,1,1293643257.60649
133,17,23,1,1293646340.181
134,17,15,1,1293661055.82282
135,43,56,4,1293665840.7407
136,1,57,1,1293749573.83432
137,57,1,1,1293749669.21687
138,42,30,1,1293819840.40947
139,30,42,1,1293820339.69123
140,57,42,1,1293831460.95955
141,42,57,1,1293831479.76095
142,41,3,2,1293843254.06475
143,17,49,1,1293888120.91641
144,49,17,1,1293888137.47196
145,45,48,1,1293930357.98644
146,26,58,1,1293994479.85825
147,58,26,1,1293996991.46985
148,30,3,1,1294081163.014
149,3,30,1,1294081177.89816
150,1,48,2,1294083688.36895
151,48,1,2,1294083725.97495
152,49,20,3,1294126590.415
153,20,49,3,1294152392.91925
154,45,59,1,1294190542.60702
155,13,60,1,1294192094.04763
156,60,13,1,1294192614.67232
157,49,44,1,1294244410.4263
158,44,49,1,1294249080.61302
159,30,61,1,1294262869.27706
160,30,75,1,1294267264.64071
161,61,30,1,1294267277.04065
162,30,62,1,1294271217.57214
163,62,30,1,1294274023.32141
164,75,30,1,1294285068.74772
165,3,63,1,1294300030.22996
166,63,3,1,1294300186.31404
167,60,49,2,1294395970.3296
168,49,60,2,1294396076.49534
169,30,65,1,1294426072.97569
170,65,30,1,1294429629.84466
171,42,63,1,1294429932.32732
172,63,42,1,1294429999.78412
173,6,65,2,1294438542.46541
174,65,6,2,1294439193.84082
175,45,67,1,1294546375.24239
176,30,50,1,1294595719.20179
177,67,45,1,1294599138.54006
178,50,68,1,1294600321.90078
179,68,50,3,1294600354.23511
180,50,30,1,1294600355.24831
181,50,26,1,1294600362.03195
182,29,13,3,1294689381.25255
183,13,29,1,1294689438.39491
184,50,69,1,1294788721.90836
185,69,50,3,1294854693.16331
186,11,70,2,1294919858.69515
187,70,11,2,1294927076.83628
188,49,71,4,1294947596.86945
189,71,49,1,1294953308.35973
190,64,6,3,1294974057.98044
191,1,60,1,1294982042.23521
192,50,11,1,1294996843.91845
193,11,50,1,1295011593.79396
194,60,1,1,1295060559.46632
195,1,73,1,1295163873.99206
196,44,38,2,1295213497.49792
197,38,44,2,1295213513.50181
198,73,1,1,1295219864.74438
199,72,73,1,1295223074.80015
200,73,74,1,1295223955.11582
201,59,18,2,1295282631.45186
202,72,42,2,1295394666.14979
203,29,3,1,1295416559.00524
204,3,29,1,1295416571.50888
205,30,76,1,1295460035.88087
206,52,3,4,1295507765.13172
207,69,77,1,1295538196.77426
208,77,69,1,1295560693.07907
209,60,78,2,1295620829.44948
210,78,60,3,1295622238.77534
211,42,79,1,1295647515.55323
212,79,42,1,1295647536.52286
213,70,48,1,1295720115.42616
214,48,70,1,1295720324.59948
215,69,78,2,1295806593.89702
216,6,80,1,1295847189.68733
217,80,6,1,1295847197.87082
218,30,81,1,1295990232.96892
219,30,48,1,1295995414.74313
220,48,30,1,1295995480.14498
221,78,69,2,1296071385.99524
222,17,6,5,1296076062.49974
223,6,82,1,1296085723.47309
224,82,6,1,1296085847.78287
225,45,83,2,1296096741.77722
226,83,45,2,1296096768.61653
227,83,56,1,1296163310.87274
228,83,86,2,1296163344.67709
229,83,42,4,1296163403.15362
230,42,83,4,1296164244.66224
231,80,29,1,1296229412.30641
232,29,80,1,1296229420.53809
233,5,85,2,1296291457.0187
234,85,29,1,1296291483.02942
235,5,23,1,1296291723.90977
236,29,85,1,1296291878.91863
237,34,6,1,1296512060.00051
238,1,88,1,1296512102.9696
239,88,1,10,1296513384.09698
240,72,1,3,1296513427.30484
241,72,6,4,1296528583.06603
242,6,72,2,1296528668.83435
243,6,34,1,1296528718.47876
244,6,90,1,1296553673.17861
245,90,6,1,1296553681.63051
246,17,79,1,1296579082.73748
247,79,17,1,1296579092.82596
248,79,75,1,1296580101.4228
249,75,79,1,1296580127.98678
250,42,40,2,1296595302.62143
251,86,56,3,1296601381.26798
252,88,92,10,1296608630.85714
253,88,18,1,1296609273.32248
254,1,1,8,1296629343.62073
255,1,55,2,1296631215.11468
256,55,1,2,1296631324.44843
257,1,17,6,1296657671.10019
258,38,93,1,1296682612.84857
259,87,6,2,1296688733.36417
260,6,87,2,1296688773.26321
261,38,10,2,1296690713.9312
262,10,38,2,1296690764.78868
263,56,29,3,1296754197.20889
264,56,11,1,1296754335.65361
265,56,5,3,1296754391.49849
266,56,1,3,1296754396.24231
267,56,17,1,1296754414.29012
268,56,20,3,1296754435.61868
269,56,86,3,1296754444.14572
270,56,83,1,1296754511.90955
271,56,94,1,1296754599.04721
272,56,43,3,1296754644.6621
273,93,38,1,1296758779.86266
274,38,1,2,1296769471.34734
275,1,38,2,1296769494.33436
276,92,88,10,1296772979.27922
277,92,95,1,1296773129.83712
278,95,92,2,1296774360.49458
279,6,96,1,1296792123.6835
280,96,6,1,1296792359.704
281,76,30,1,1296837862.5248
282,30,45,1,1296868252.526
283,45,30,1,1296868317.36329
284,41,81,1,1296870068.1895
285,84,91,2,1296884305.28705
286,91,84,2,1296884644.81214
287,38,6,6,1296913225.27207
288,6,38,5,1296913557.93463
289,84,17,2,1296927382.06491
290,84,98,2,1296927424.46441
291,98,84,2,1296927623.98348
292,57,27,2,1297093748.02624
293,27,57,2,1297093804.32766
294,1,95,2,1297102509.39137
295,95,1,2,1297102585.30881
296,69,11,4,1297187359.235
297,81,41,1,1297197836.3746
298,81,30,1,1297197843.90423
299,95,20,1,1297206554.68267
300,20,95,1,1297207240.84724
301,82,1,1,1297291837.5104
302,95,97,1,1297301158.11584
303,97,95,1,1297301164.4001
304,95,72,1,1297308204.52492
305,72,95,1,1297308356.09497
306,30,99,1,1297315440.13542
307,11,69,3,1297359911.12964
308,99,30,1,1297367601.17088
309,6,99,1,1297370441.70883
310,99,6,1,1297371118.2643
311,1,100,1,1297373817.09734
312,100,1,1,1297374204.87255
313,95,100,1,1297378806.44562
314,100,95,1,1297378871.13707
315,72,82,1,1297385761.43817
316,82,72,1,1297385922.89955
317,72,45,1,1297386367.25667
318,45,72,1,1297386418.35483
319,30,102,1,1297461521.01176
320,102,30,1,1297462874.48356
321,6,42,5,1297467512.37907
322,42,72,2,1297479764.51934
323,6,103,2,1297482206.04112
324,103,97,5,1297489409.50331
325,97,103,5,1297494046.21813
326,103,6,3,1297494086.69858
327,95,16,5,1297533099.47819
328,101,95,1,1297533751.04344
329,95,101,1,1297534217.73791
330,57,95,3,1297550942.57838
331,1,2,8,1297570107.33404
332,95,104,1,1297621909.86333
333,104,95,1,1297626301.05187
334,81,104,1,1297626584.94084
335,1,81,1,1297627293.10108
336,81,1,1,1297627348.99267
337,104,81,1,1297628387.63165
338,81,55,2,1297644400.67612
339,1,104,1,1297647973.79808
340,104,1,1,1297647979.65596
341,81,105,1,1297652993.62903
342,105,81,1,1297653023.0515
343,54,95,1,1297686544.7679
344,81,97,1,1297722488.03348
345,97,81,1,1297723090.50627
346,95,106,1,1297734450.42201
347,106,95,1,1297734459.94641
348,1,107,1,1297789863.89503
349,107,1,1,1297789935.51858
350,108,1,1,1297807903.35418
351,42,109,1,1297809191.75732
352,30,110,1,1297812539.28516
353,110,30,1,1297812615.38151
354,17,84,4,1297815736.60998
355,16,95,2,1297824884.76968
356,66,60,2,1297844414.54098
357,57,111,1,1297866186.48689
358,111,112,1,1297866223.36195
359,112,111,1,1297866274.16062
360,95,54,1,1297872866.38282
361,1,81,1,1297878331.02521
362,81,1,1,1297878338.83964
363,81,106,1,1297878360.64792
364,106,81,1,1297878526.43474
365,30,109,1,1297882010.56212
366,109,30,1,1297882595.23626
367,95,113,1,1297886091.49672
368,75,114,2,1297893560.04423
369,60,66,3,1297907214.44135
370,113,115,1,1297908772.11966
371,115,113,2,1297908772.2987
372,113,54,1,1297908985.0441
373,81,116,1,1297910664.51101
374,95,117,4,1297911997.64031
375,117,95,4,1297912087.2256
376,95,84,3,1297915803.12114
377,84,95,3,1297915880.11482
378,116,81,1,1297915937.36182
379,30,118,1,1297959915.11871
380,118,30,1,1297961344.45289
381,111,95,1,1297976227.00216
382,95,111,1,1297976241.97774
383,84,119,1,1297976422.39242
384,119,84,2,1297976428.09406
385,40,6,3,1297980364.62058
386,6,40,3,1297980493.92464
387,30,95,1,1298044125.36115
388,114,75,2,1298047000.34432
389,95,30,1,1298054259.082
390,85,1,2,1298056076.44243
391,1,85,2,1298061893.74143
392,1,82,2,1298062294.48387
393,42,121,1,1298072059.67671
394,121,42,1,1298072081.95273
395,85,111,1,1298128067.61391
396,111,85,1,1298130582.32069
397,85,108,1,1298146050.01677
398,57,108,1,1298146920.37648
399,108,57,1,1298147261.90571
400,90,57,1,1298147284.26115
401,95,57,3,1298147302.06896
402,108,85,1,1298147389.6971
403,85,16,1,1298169867.27033
404,6,122,3,1298169938.52399
405,122,6,3,1298169949.76348
406,16,85,1,1298176196.50247
407,95,75,1,1298252029.59932
408,75,95,1,1298252036.65929
409,95,118,2,1298265265.40787
410,118,95,2,1298265838.45333
411,1,6,9,1298267256.42074
412,6,1,7,1298267346.36932
413,95,123,1,1298311685.25666
414,123,95,1,1298311859.99465
415,30,124,1,1298314076.7642
416,124,30,1,1298314093.59449
417,30,123,1,1298315497.57346
418,123,30,1,1298315517.02448
419,1,111,1,1298346435.18333
420,111,1,1,1298346449.83965
421,54,30,2,1298399915.40633
422,105,60,1,1298431338.72708
423,105,59,1,1298431427.57506
424,59,105,1,1298431543.83973
425,1,126,1,1298487310.22405
426,126,1,1,1298487318.2625
427,113,127,1,1298513462.94598
428,127,113,1,1298513680.51537
429,1,127,1,1298520615.60603
430,127,1,1,1298520693.71134
431,81,75,1,1298577705.04351
432,30,128,1,1298584878.7568
433,128,30,1,1298584913.75006
434,30,129,1,1298589589.74716
435,129,30,1,1298589707.36911
436,95,130,2,1298611411.8562
437,130,95,2,1298611459.2624
438,60,111,1,1298623979.12249
439,104,131,1,1298645238.44312
440,131,104,1,1298645445.29018
441,32,132,2,1298646564.1419
442,132,32,2,1298647569.99753
443,45,127,1,1298653534.32262
444,127,45,1,1298653559.5885
445,84,127,1,1298654517.41338
446,127,84,1,1298654517.67884
447,42,75,2,1298654789.70468
448,42,133,1,1298657430.1608
449,45,2,1,1298665050.04055
450,84,134,2,1298665394.71677
451,134,84,1,1298667151.55806
452,30,135,1,1298667648.20343
453,133,42,1,1298667687.63676
454,127,117,2,1298694079.99209
455,117,127,2,1298694137.71932
456,136,6,2,1298708156.9605
457,32,137,3,1298740675.71722
458,122,106,1,1298757244.9581
459,106,122,1,1298757268.91873
460,6,127,1,1298759550.40835
461,122,138,1,1298778315.23466
462,138,122,1,1298778361.05062
463,111,93,1,1298795455.87274
464,93,111,1,1298795468.73169
465,106,139,1,1298843671.57232
466,139,106,1,1298843683.57829
467,54,1,2,1298844200.38302
468,54,140,1,1298844210.44139
469,140,54,1,1298844224.27972
470,54,44,2,1298844292.26319
471,44,54,2,1298844298.06062
472,105,134,1,1298874597.88921
473,111,134,1,1298874793.4339
474,134,111,1,1298874964.12214
475,134,105,1,1298875015.9994
476,127,141,1,1298878912.59071
477,141,127,1,1298878996.51595
478,135,30,1,1298880775.10185
479,111,60,3,1298898116.56088
480,106,105,1,1298926935.42354
481,105,106,1,1298927097.42467
482,42,110,2,1298928760.87298
483,110,42,2,1298928785.24844
484,1,117,1,1298929715.26896
485,117,1,1,1298929724.58619
486,1,14,6,1298950354.24875
487,95,142,1,1299031253.02273
488,142,95,1,1299031290.36311
489,98,142,1,1299032633.45305
490,142,98,1,1299032672.09509
491,95,120,1,1299034389.95688
492,120,95,1,1299034411.42346
493,98,105,1,1299038270.00007
494,105,98,1,1299038484.57114
495,110,143,1,1299041120.30215
496,143,110,1,1299041133.74616
497,106,142,1,1299041571.84638
498,142,106,1,1299041643.76656
499,142,144,2,1299043467.00321
500,144,142,2,1299043551.71672
501,105,144,1,1299044294.86964
502,144,105,1,1299044403.24181
503,104,45,1,1299085320.83416
504,45,104,1,1299085332.11705
505,145,6,2,1299087811.16481
506,6,145,2,1299088214.0403
507,59,6,1,1299088418.20491
508,6,57,1,1299093649.42249
509,57,6,1,1299093674.94716
510,109,140,1,1299101381.01691
511,140,109,1,1299103258.85242
512,6,146,1,1299151907.92823
513,146,6,1,1299152111.95803
514,137,32,1,1299178292.56269
515,144,147,1,1299204600.79527
516,147,144,1,1299204728.25571
517,98,148,1,1299204954.18879
518,148,98,1,1299205271.37817
519,24,6,2,1299206112.20518
520,6,24,2,1299206119.67434
521,57,106,3,1299275608.11165
522,6,149,1,1299283600.03025
523,149,6,1,1299283609.0378
524,75,150,2,1299289949.53986
525,150,75,2,1299290475.70162
526,75,151,1,1299304119.32378
527,151,75,1,1299304159.52682
528,75,81,2,1299436669.14931
529,75,152,1,1299438045.59458
530,152,75,1,1299438055.41055
531,75,84,1,1299446922.31054
532,84,75,1,1299446966.29133
533,5,134,3,1299447999.63164
534,81,6,1,1299490927.29325
535,75,132,1,1299521852.61123
536,132,75,1,1299526904.15252
537,105,153,1,1299530754.61514
538,153,105,1,1299530789.68515
539,42,120,2,1299531271.8705
540,120,42,2,1299531324.89171
541,1,1,8,1299556897.11787
542,41,18,2,1299557057.61949
543,42,139,2,1299612557.68516
544,6,26,2,1299679074.43262
545,42,154,1,1299680713.48263
546,154,42,1,1299690391.59665
547,42,155,1,1299695064.64841
548,155,139,1,1299695092.12404
549,155,42,1,1299695193.58884
550,139,155,1,1299696030.98944
551,6,156,1,1299732938.35009
552,156,6,1,1299732959.82189
553,21,42,2,1299735274.57295
554,44,157,1,1299758045.42469
555,157,44,1,1299758069.10407
556,42,21,2,1299767299.46624
557,42,152,4,1299770716.79434
558,6,117,1,1299912911.49571
559,117,6,1,1299912916.6564
560,42,159,1,1299950085.78986
561,42,160,1,1299985463.22153
562,160,42,1,1299985655.09101
563,6,161,2,1300015561.6701
564,161,6,2,1300015951.74518
565,95,159,2,1300042936.98914
566,159,95,1,1300043117.64593
567,26,6,2,1300184211.54803
568,155,162,1,1300209236.17869
569,162,155,1,1300211126.02863
570,72,163,1,1300226423.7699
571,163,72,1,1300226820.80052
572,104,164,1,1300231849.32684
573,164,104,1,1300232683.219
574,6,165,1,1300232688.61261
575,104,42,1,1300233490.26657
576,6,81,3,1300240396.64097
577,42,166,1,1300244368.07308
578,167,162,1,1300261803.24489
579,162,167,1,1300262138.70326
580,168,6,2,1300292102.85217
581,161,44,1,1300330194.91876
582,42,54,3,1300332304.32471
583,54,42,3,1300332465.49224
584,54,6,3,1300333012.95413
585,42,170,3,1300402382.46128
586,6,171,1,1300411884.69399
587,171,6,1,1300414645.92746
588,104,105,2,1300459755.42946
589,105,104,2,1300459768.82549
590,42,104,1,1300473495.35943
591,6,167,2,1300568050.6267
592,111,170,1,1300652885.59238
593,89,6,5,1300708855.39164
594,6,168,3,1300720137.00426
595,6,69,1,1300745124.00214
596,75,140,-1,1300756036.36913
597,161,140,-1,1300756138.39013
598,111,140,-1,1300756261.61723
599,69,6,2,1300789107.18729
600,40,42,2,1300815962.85964
601,163,172,1,1300839352.59369
602,161,10,1,1300839891.18732
603,10,161,1,1300839913.56754
604,172,163,1,1300844813.10287
605,75,111,1,1300847913.88432
606,111,75,1,1300848458.62375
607,75,42,3,1300857385.78325
608,111,44,1,1300864405.05485
609,128,172,1,1300869245.91488
610,167,6,2,1300922187.70427
611,163,173,1,1300928213.78487
612,173,163,1,1300928240.52163
613,173,170,1,1300931572.43768
614,42,173,4,1300933559.35294
615,173,42,4,1300933628.40347
616,73,97,1,1300933841.61542
617,42,174,2,1300933940.81493
618,174,42,2,1300934003.34278
619,97,73,1,1300934772.96625
620,173,6,1,1300936616.54053
621,173,95,1,1300936648.23633
622,173,21,1,1300937004.55166
623,105,114,1,1300997414.74007
624,114,105,2,1300998238.60245
625,26,81,2,1301003730.28041
626,98,175,1,1301005357.37453
627,105,176,1,1301019703.69875
628,176,105,1,1301019908.37738
629,21,173,1,1301020983.01394
630,6,173,1,1301023265.29454
631,98,113,1,1301029977.05713
632,6,140,-1,1301032557.19767
633,29,111,4,1301053223.02334
634,111,29,4,1301053275.06746
635,175,177,1,1301084932.76856
636,177,175,1,1301086321.13469
637,135,83,1,1301089005.69938
638,114,163,1,1301105775.10627
639,21,89,2,1301142985.03367
640,42,178,2,1301148833.16292
641,42,179,1,1301149633.64025
642,179,42,1,1301149695.18141
643,170,173,1,1301167471.06378
644,178,42,2,1301168075.27677
645,178,2,5,1301168216.3998
646,98,140,-1,1301193533.06173
647,137,180,1,1301235483.09664
648,180,137,1,1301235508.69089
649,180,81,1,1301235545.31582
650,137,181,1,1301245064.58624
651,1,184,7,1301329948.91762
652,42,1,7,1301333077.92972
653,42,6,7,1301333083.16938
654,29,1,8,1301333302.87472
655,163,137,1,1301339345.99901
656,137,163,1,1301339497.00076
657,42,185,4,1301341025.09
658,1,186,1,1301354601.2876
659,186,1,1,1301354685.48414
660,186,170,1,1301354726.36129
661,21,1,4,1301365737.22085
662,21,180,1,1301365871.60088
663,180,21,1,1301366024.41918
664,1,95,1,1301366233.10452
665,1,187,1,1301369843.28328
666,187,1,1,1301369929.12868
667,42,188,1,1301439895.52296
668,186,32,1,1301447178.01603
669,42,175,2,1301453104.26438
670,160,146,1,1301513674.37768
671,146,160,1,1301514094.92735
672,42,190,1,1301521482.93868
673,42,191,1,1301522462.81942
674,191,42,1,1301523090.45585
675,6,192,3,1301569599.51207
676,1,75,1,1301600149.38126
677,75,1,2,1301600346.82901
678,24,1,8,1301607874.4924
679,44,111,1,1301613622.54372
680,21,132,1,1301617653.67475
681,167,193,1,1301618418.8494
682,193,167,1,1301618444.55443
683,192,6,2,1301630013.46087
684,42,169,3,1301683978.58539
685,169,42,3,1301684509.79047
686,167,194,1,1301694942.53723
687,194,167,1,1301695371.53818
688,195,6,5,1301744132.96548
689,183,6,2,1301774795.68179
690,75,163,3,1301785228.57015
691,163,75,3,1301785244.12798
692,163,196,1,1301820795.67287
693,196,163,1,1301821269.51203
694,163,197,1,1301827089.371
695,197,163,10,1301827807.72056
696,111,198,1,1301863197.31473
697,198,111,1,1301863380.16357
698,29,199,1,1301866633.93795
699,199,45,1,1301866651.50438
700,199,29,1,1301866658.16656
701,163,98,2,1301897258.59866
702,98,163,2,1301897279.19406
703,1,6,5,1301898700.00283
704,1,42,5,1301898705.01812
705,1,44,8,1301898738.21734
706,1,56,2,1301898759.93158
707,6,1,5,1301899167.88298
708,6,29,5,1301899174.23402
709,6,30,5,1301899185.05481
710,6,16,5,1301899226.79428
711,6,52,2,1301899299.67572
712,6,44,6,1301899326.87125
713,169,44,1,1301901227.83931
714,167,200,1,1301901459.51033
715,200,167,2,1301901471.90318
716,44,169,1,1301901475.36796
717,191,201,1,1301936770.23107
718,29,105,2,1301938972.97953
719,105,29,2,1301939041.53778
720,201,191,1,1301941162.33583
721,42,202,6,1301945086.58244
722,202,42,6,1301945156.92203
723,98,1,1,1301972936.39276
724,165,6,1,1301973637.93208
725,1,45,3,1301975394.34679
726,45,1,3,1301975615.66909
727,163,204,1,1301998379.28746
728,204,42,2,1301999041.33397
729,163,40,1,1302005850.75124
730,40,163,1,1302005904.06754
731,125,42,5,1302011702.12912
732,42,125,5,1302011716.65014
733,165,59,1,1302012515.57348
734,40,85,1,1302012678.63861
735,111,59,5,1302016172.14603
736,1,205,1,1302017978.22264
737,201,59,3,1302025647.35766
738,26,206,1,1302027410.92431
739,206,26,1,1302027786.63124
740,1,207,1,1302043777.83291
741,207,1,1,1302043935.46555
742,59,201,3,1302044439.63816
743,59,45,1,1302044526.12678
744,59,165,1,1302044550.36239
745,59,111,5,1302044581.24267
746,59,60,8,1302044652.10865
747,188,42,2,1302055573.88593
748,52,16,1,1302069957.59209
749,26,208,2,1302082638.35105
750,208,26,2,1302082712.11024
751,204,205,2,1302096657.23576
752,205,204,2,1302097036.37516
753,205,210,1,1302103935.61212
754,210,205,1,1302103959.46268
755,42,211,1,1302107640.20041
756,42,210,3,1302108245.39571
757,210,42,3,1302108321.25808
758,6,136,2,1302112511.70515
759,127,167,1,1302117349.64077
760,167,127,1,1302117447.02989
761,42,204,4,1302121400.1563
762,127,119,1,1302132473.03542
763,176,209,1,1302136505.95479
764,209,176,1,1302136666.07502
765,42,203,5,1302203707.81714
766,203,42,6,1302203835.70195
767,42,212,1,1302204154.31343
768,212,42,1,1302204187.96469
769,213,68,1,1302212934.15979
770,105,6,5,1302236703.97441
771,6,105,4,1302236754.91664
772,1,194,1,1302237679.6853
773,194,1,1,1302237928.02605
774,211,205,1,1302246462.50509
775,205,211,1,1302246492.70812
776,42,64,2,1302278539.02512
777,64,42,4,1302279515.49002
778,64,75,3,1302279761.22593
779,75,64,3,1302287609.45711
780,42,215,1,1302289159.55323
781,215,42,1,1302289547.82167
782,21,211,2,1302290506.1325
783,127,6,3,1302290513.17185
784,211,21,2,1302290516.59398
785,211,42,5,1302292040.5721
786,211,1,5,1302292044.59373
787,211,163,5,1302292056.33274
788,1,211,2,1302292173.95028
789,125,124,1,1302292905.39664
790,167,216,1,1302296393.61884
791,216,167,1,1302296410.68733
792,42,217,10,1302296668.90613
793,5,218,1,1302322673.83153
794,218,5,1,1302322871.16228
795,45,180,1,1302323406.62678
796,218,219,1,1302333277.12914
797,219,218,2,1302335098.12836
798,1,220,1,1302449430.17889
799,6,220,4,1302449755.37367
800,1,221,1,1302453499.78746
801,221,1,1,1302454856.85179
802,163,119,1,1302482453.1886
803,216,114,1,1302495086.26435
804,163,200,2,1302496979.47426
805,200,163,2,1302496999.18794
806,204,84,1,1302530478.1929
807,204,85,1,1302534403.24766
808,168,222,1,1302543865.71495
809,222,168,1,1302543928.24847
810,17,223,2,1302565807.95899
811,42,224,4,1302617059.0161
812,42,225,4,1302617703.32199
813,225,42,4,1302618615.20687
814,111,226,1,1302639445.78691
815,226,111,1,1302639465.88425
816,26,227,1,1302639584.04456
817,227,26,1,1302639594.24471
818,163,103,1,1302641206.60453
819,103,163,1,1302641237.23526
820,5,228,3,1302648708.99925
821,226,42,5,1302648768.56717
822,189,176,1,1302652617.51579
823,176,189,1,1302652619.89266
824,103,30,1,1302659093.709
825,202,103,1,1302659161.53761
826,103,202,1,1302659185.59919
827,176,182,2,1302659794.35446
828,228,5,3,1302659889.30505
829,182,176,2,1302660915.73231
830,182,229,1,1302660923.43809
831,229,182,1,1302661144.3117
832,229,2,1,1302661676.62094
833,30,103,1,1302666289.3934
834,42,229,1,1302707523.2397
835,114,6,1,1302713671.69297
836,209,128,1,1302722251.86399
837,182,132,1,1302725616.99514
838,1,80,1,1302729569.61908
839,163,190,1,1302740432.54859
840,132,182,1,1302745364.87522
841,132,195,2,1302747220.14808
842,195,132,1,1302747939.81542
843,45,6,3,1302750631.70804
844,138,1,4,1302752567.01549
845,42,56,4,1302790887.38111
846,111,18,10,1302791427.3307
847,1,231,1,1302800924.19661
848,231,1,1,1302800937.45189
849,182,232,1,1302814706.88712
850,232,182,1,1302814788.93336
851,163,114,4,1302817543.85249
852,42,221,2,1302818032.37702
853,221,42,2,1302818176.74099
854,42,233,2,1302818420.69705
855,17,191,1,1302820322.40181
856,6,203,4,1302824119.085
857,190,163,2,1302825832.23655
858,106,57,5,1302842625.08982
859,106,114,1,1302842652.67125
860,229,6,1,1302845151.17931
861,6,229,1,1302845532.66568
862,1,234,1,1302847189.76303
863,234,1,1,1302847200.44657
864,103,1,2,1302881091.40027
865,1,103,1,1302881463.21927
866,103,233,1,1302881660.53253
867,103,235,1,1302881716.56255
868,42,236,3,1302882663.48147
869,236,42,3,1302882727.21246
870,103,216,1,1302883016.61397
871,230,237,1,1302883800.22379
872,216,103,1,1302885177.36545
873,237,230,1,1302887909.58358
874,163,92,1,1302888454.20976
