46,26,2,1292935948.10307
40,1,2,1292957157.40408
1,40,2,1292957195.7147
3,47,2,1293050723.00352
47,3,2,1293054742.65514
16,6,5,1293191604.74618
6,15,4,1293409870.96218
26,49,1,1293448472.81444
26,50,1,1293448479.2438
29,49,2,1293453341.91475
49,29,2,1293453456.20721
49,26,2,1293453463.2234
1,51,1,1293481238.15303
51,1,8,1293481551.96527
6,20,2,1293481688.78585
20,6,1,1293482234.62328
3,52,4,1293523499.48644
1,53,1,1293579274.01007
53,1,1,1293579280.83393
30,54,1,1293583961.4875
48,45,1,1293603105.36008
55,6,1,1293604543.59049
6,55,1,1293604590.1113
6,14,5,1293632316.69358
23,17,1,1293643257.60649
17,23,1,1293646340.181
17,15,1,1293661055.82282
43,56,4,1293665840.7407
1,57,1,1293749573.83432
57,1,1,1293749669.21687
42,30,1,1293819840.40947
30,42,1,1293820339.69123
57,42,1,1293831460.95955
42,57,1,1293831479.76095
41,3,2,1293843254.06475
17,49,1,1293888120.91641
49,17,1,1293888137.47196
45,48,1,1293930357.98644
26,58,1,1293994479.85825
58,26,1,1293996991.46985
30,3,1,1294081163.014
3,30,1,1294081177.89816
1,48,2,1294083688.36895
48,1,2,1294083725.97495
49,20,3,1294126590.415
20,49,3,1294152392.91925
45,59,1,1294190542.60702
13,60,1,1294192094.04763
60,13,1,1294192614.67232
49,44,1,1294244410.4263
44,49,1,1294249080.61302
30,61,1,1294262869.27706
30,75,1,1294267264.64071
61,30,1,1294267277.04065
30,62,1,1294271217.57214
62,30,1,1294274023.32141
75,30,1,1294285068.74772
3,63,1,1294300030.22996
63,3,1,1294300186.31404
60,49,2,1294395970.3296
49,60,2,1294396076.49534
30,65,1,1294426072.97569
65,30,1,1294429629.84466
42,63,1,1294429932.32732
63,42,1,1294429999.78412
6,65,2,1294438542.46541
65,6,2,1294439193.84082
45,67,1,1294546375.24239
30,50,1,1294595719.20179
67,45,1,1294599138.54006
50,68,1,1294600321.90078
68,50,3,1294600354.23511
50,30,1,1294600355.24831
50,26,1,1294600362.03195
29,13,3,1294689381.25255
13,29,1,1294689438.39491
50,69,1,1294788721.90836
69,50,3,1294854693.16331
11,70,2,1294919858.69515
70,11,2,1294927076.83628
49,71,4,1294947596.86945
71,49,1,1294953308.35973
64,6,3,1294974057.98044
1,60,1,1294982042.23521
50,11,1,1294996843.91845
11,50,1,1295011593.79396
60,1,1,1295060559.46632
1,73,1,1295163873.99206
44,38,2,1295213497.49792
38,44,2,1295213513.50181
73,1,1,1295219864.74438
72,73,1,1295223074.80015
73,74,1,1295223955.11582
59,18,2,1295282631.45186
72,42,2,1295394666.14979
29,3,1,1295416559.00524
3,29,1,1295416571.50888
30,76,1,1295460035.88087
52,3,4,1295507765.13172
69,77,1,1295538196.77426
77,69,1,1295560693.07907
60,78,2,1295620829.44948
78,60,3,1295622238.77534
42,79,1,1295647515.55323
79,42,1,1295647536.52286
70,48,1,1295720115.42616
48,70,1,1295720324.59948
69,78,2,1295806593.89702
6,80,1,1295847189.68733
80,6,1,1295847197.87082
30,81,1,1295990232.96892
30,48,1,1295995414.74313
48,30,1,1295995480.14498
78,69,2,1296071385.99524
17,6,5,1296076062.49974
6,82,1,1296085723.47309
82,6,1,1296085847.78287
45,83,2,1296096741.77722
83,45,2,1296096768.61653
83,56,1,1296163310.87274
83,86,2,1296163344.67709
83,42,4,1296163403.15362
42,83,4,1296164244.66224
80,29,1,1296229412.30641
29,80,1,1296229420.53809
5,85,2,1296291457.0187
85,29,1,1296291483.02942
5,23,1,1296291723.90977
29,85,1,1296291878.91863
34,6,1,1296512060.00051
1,88,1,1296512102.9696
88,1,10,1296513384.09698
72,1,3,1296513427.30484
72,6,4,1296528583.06603
6,72,2,1296528668.83435
6,34,1,1296528718.47876
6,90,1,1296553673.17861
90,6,1,1296553681.63051
17,79,1,1296579082.73748
79,17,1,1296579092.82596
79,75,1,1296580101.4228
75,79,1,1296580127.98678
42,40,2,1296595302.62143
86,56,3,1296601381.26798
88,92,10,1296608630.85714
88,18,1,1296609273.32248
1,1,8,1296629343.62073
1,55,2,1296631215.11468
55,1,2,1296631324.44843
1,17,6,1296657671.10019
38,93,1,1296682612.84857
87,6,2,1296688733.36417
6,87,2,1296688773.26321
38,10,2,1296690713.9312
10,38,2,1296690764.78868
56,29,3,1296754197.20889
56,11,1,1296754335.65361
56,5,3,1296754391.49849
56,1,3,1296754396.24231
56,17,1,1296754414.29012
56,20,3,1296754435.61868
56,86,3,1296754444.14572
56,83,1,1296754511.90955
56,94,1,1296754599.04721
56,43,3,1296754644.6621
93,38,1,1296758779.86266
38,1,2,1296769471.34734
1,38,2,1296769494.33436
92,88,10,1296772979.27922
92,95,1,1296773129.83712
95,92,2,1296774360.49458
6,96,1,1296792123.6835
96,6,1,1296792359.704
76,30,1,1296837862.5248
30,45,1,1296868252.526
45,30,1,1296868317.36329
41,81,1,1296870068.1895
84,91,2,1296884305.28705
91,84,2,1296884644.81214
38,6,6,1296913225.27207
6,38,5,1296913557.93463
84,17,2,1296927382.06491
84,98,2,1296927424.46441
98,84,2,1296927623.98348
57,27,2,1297093748.02624
27,57,2,1297093804.32766
1,95,2,1297102509.39137
95,1,2,1297102585.30881
69,11,4,1297187359.235
81,41,1,1297197836.3746
81,30,1,1297197843.90423
95,20,1,1297206554.68267
20,95,1,1297207240.84724
82,1,1,1297291837.5104
95,97,1,1297301158.11584
97,95,1,1297301164.4001
95,72,1,1297308204.52492
72,95,1,1297308356.09497
30,99,1,1297315440.13542
11,69,3,1297359911.12964
99,30,1,1297367601.17088
6,99,1,1297370441.70883
99,6,1,1297371118.2643
1,100,1,1297373817.09734
100,1,1,1297374204.87255
95,100,1,1297378806.44562
100,95,1,1297378871.13707
72,82,1,1297385761.43817
82,72,1,1297385922.89955
72,45,1,1297386367.25667
45,72,1,1297386418.35483
30,102,1,1297461521.01176
102,30,1,1297462874.48356
6,42,5,1297467512.37907
42,72,2,1297479764.51934
6,103,2,1297482206.04112
103,97,5,1297489409.50331
97,103,5,1297494046.21813
103,6,3,1297494086.69858
95,16,5,1297533099.47819
101,95,1,1297533751.04344
95,101,1,1297534217.73791
57,95,3,1297550942.57838
1,2,8,1297570107.33404
95,104,1,1297621909.86333
104,95,1,1297626301.05187
81,104,1,1297626584.94084
1,81,1,1297627293.10108
81,1,1,1297627348.99267
104,81,1,1297628387.63165
81,55,2,1297644400.67612
1,104,1,1297647973.79808
104,1,1,1297647979.65596
81,105,1,1297652993.62903
105,81,1,1297653023.0515
54,95,1,1297686544.7679
81,97,1,1297722488.03348
97,81,1,1297723090.50627
95,106,1,1297734450.42201
106,95,1,1297734459.94641
1,107,1,1297789863.89503
107,1,1,1297789935.51858
108,1,1,1297807903.35418
42,109,1,1297809191.75732
30,110,1,1297812539.28516
110,30,1,1297812615.38151
17,84,4,1297815736.60998
16,95,2,1297824884.76968
66,60,2,1297844414.54098
57,111,1,1297866186.48689
111,112,1,1297866223.36195
112,111,1,1297866274.16062
95,54,1,1297872866.38282
1,81,1,1297878331.02521
81,1,1,1297878338.83964
81,106,1,1297878360.64792
106,81,1,1297878526.43474
30,109,1,1297882010.56212
109,30,1,1297882595.23626
95,113,1,1297886091.49672
75,114,2,1297893560.04423
60,66,3,1297907214.44135
113,115,1,1297908772.11966
115,113,2,1297908772.2987
113,54,1,1297908985.0441
81,116,1,1297910664.51101
95,117,4,1297911997.64031
117,95,4,1297912087.2256
95,84,3,1297915803.12114
84,95,3,1297915880.11482
116,81,1,1297915937.36182
30,118,1,1297959915.11871
118,30,1,1297961344.45289
111,95,1,1297976227.00216
95,111,1,1297976241.97774
84,119,1,1297976422.39242
119,84,2,1297976428.09406
40,6,3,1297980364.62058
6,40,3,1297980493.92464
30,95,1,1298044125.36115
114,75,2,1298047000.34432
95,30,1,1298054259.082
85,1,2,1298056076.44243
1,85,2,1298061893.74143
1,82,2,1298062294.48387
42,121,1,1298072059.67671
121,42,1,1298072081.95273
85,111,1,1298128067.61391
111,85,1,1298130582.32069
85,108,1,1298146050.01677
57,108,1,1298146920.37648
108,57,1,1298147261.90571
90,57,1,1298147284.26115
95,57,3,1298147302.06896
108,85,1,1298147389.6971
85,16,1,1298169867.27033
6,122,3,1298169938.52399
122,6,3,1298169949.76348
16,85,1,1298176196.50247
95,75,1,1298252029.59932
75,95,1,1298252036.65929
95,118,2,1298265265.40787
118,95,2,1298265838.45333
1,6,9,1298267256.42074
6,1,7,1298267346.36932
95,123,1,1298311685.25666
123,95,1,1298311859.99465
30,124,1,1298314076.7642
124,30,1,1298314093.59449
30,123,1,1298315497.57346
123,30,1,1298315517.02448
1,111,1,1298346435.18333
111,1,1,1298346449.83965
54,30,2,1298399915.40633
105,60,1,1298431338.72708
105,59,1,1298431427.57506
59,105,1,1298431543.83973
1,126,1,1298487310.22405
126,1,1,1298487318.2625
113,127,1,1298513462.94598
127,113,1,1298513680.51537
1,127,1,1298520615.60603
127,1,1,1298520693.71134
81,75,1,1298577705.04351
30,128,1,1298584878.7568
128,30,1,1298584913.75006
30,129,1,1298589589.74716
129,30,1,1298589707.36911
95,130,2,1298611411.8562
130,95,2,1298611459.2624
60,111,1,1298623979.12249
104,131,1,1298645238.44312
131,104,1,1298645445.29018
32,132,2,1298646564.1419
132,32,2,1298647569.99753
45,127,1,1298653534.32262
127,45,1,1298653559.5885
84,127,1,1298654517.41338
127,84,1,1298654517.67884
42,75,2,1298654789.70468
42,133,1,1298657430.1608
45,2,1,1298665050.04055
84,134,2,1298665394.71677
134,84,1,1298667151.55806
30,135,1,1298667648.20343
133,42,1,1298667687.63676
127,117,2,1298694079.99209
117,127,2,1298694137.71932
136,6,2,1298708156.9605
32,137,3,1298740675.71722
122,106,1,1298757244.9581
106,122,1,1298757268.91873
6,127,1,1298759550.40835
122,138,1,1298778315.23466
138,122,1,1298778361.05062
111,93,1,1298795455.87274
93,111,1,1298795468.73169
106,139,1,1298843671.57232
139,106,1,1298843683.57829
54,1,2,1298844200.38302
54,140,1,1298844210.44139
140,54,1,1298844224.27972
54,44,2,1298844292.26319
44,54,2,1298844298.06062
105,134,1,1298874597.88921
111,134,1,1298874793.4339
134,111,1,1298874964.12214
134,105,1,1298875015.9994
127,141,1,1298878912.59071
141,127,1,1298878996.51595
135,30,1,1298880775.10185
111,60,3,1298898116.56088
106,105,1,1298926935.42354
105,106,1,1298927097.42467
42,110,2,1298928760.87298
110,42,2,1298928785.24844
1,117,1,1298929715.26896
117,1,1,1298929724.58619
1,14,6,1298950354.24875
95,142,1,1299031253.02273
142,95,1,1299031290.36311
98,142,1,1299032633.45305
142,98,1,1299032672.09509
95,120,1,1299034389.95688
120,95,1,1299034411.42346
98,105,1,1299038270.00007
105,98,1,1299038484.57114
110,143,1,1299041120.30215
143,110,1,1299041133.74616
106,142,1,1299041571.84638
142,106,1,1299041643.76656
142,144,2,1299043467.00321
144,142,2,1299043551.71672
105,144,1,1299044294.86964
144,105,1,1299044403.24181
104,45,1,1299085320.83416
45,104,1,1299085332.11705
145,6,2,1299087811.16481
6,145,2,1299088214.0403
59,6,1,1299088418.20491
6,57,1,1299093649.42249
57,6,1,1299093674.94716
109,140,1,1299101381.01691
140,109,1,1299103258.85242
6,146,1,1299151907.92823
146,6,1,1299152111.95803
137,32,1,1299178292.56269
144,147,1,1299204600.79527
147,144,1,1299204728.25571
98,148,1,1299204954.18879
148,98,1,1299205271.37817
24,6,2,1299206112.20518
6,24,2,1299206119.67434
57,106,3,1299275608.11165
6,149,1,1299283600.03025
149,6,1,1299283609.0378
75,150,2,1299289949.53986
150,75,2,1299290475.70162
75,151,1,1299304119.32378
151,75,1,1299304159.52682
75,81,2,1299436669.14931
75,152,1,1299438045.59458
152,75,1,1299438055.41055
75,84,1,1299446922.31054
84,75,1,1299446966.29133
5,134,3,1299447999.63164
81,6,1,1299490927.29325
75,132,1,1299521852.61123
132,75,1,1299526904.15252
105,153,1,1299530754.61514
153,105,1,1299530789.68515
42,120,2,1299531271.8705
120,42,2,1299531324.89171
1,1,8,1299556897.11787
41,18,2,1299557057.61949
42,139,2,1299612557.68516
6,26,2,1299679074.43262
42,154,1,1299680713.48263
154,42,1,1299690391.59665
42,155,1,1299695064.64841
155,139,1,1299695092.12404
155,42,1,1299695193.58884
139,155,1,1299696030.98944
6,156,1,1299732938.35009
156,6,1,1299732959.82189
21,42,2,1299735274.57295
44,157,1,1299758045.42469
157,44,1,1299758069.10407
42,21,2,1299767299.46624
42,152,4,1299770716.79434
6,117,1,1299912911.49571
117,6,1,1299912916.6564
42,159,1,1299950085.78986
42,160,1,1299985463.22153
160,42,1,1299985655.09101
6,161,2,1300015561.6701
161,6,2,1300015951.74518
95,159,2,1300042936.98914
159,95,1,1300043117.64593
26,6,2,1300184211.54803
155,162,1,1300209236.17869
162,155,1,1300211126.02863
72,163,1,1300226423.7699
163,72,1,1300226820.80052
104,164,1,1300231849.32684
164,104,1,1300232683.219
6,165,1,1300232688.61261
104,42,1,1300233490.26657
6,81,3,1300240396.64097
42,166,1,1300244368.07308
167,162,1,1300261803.24489
162,167,1,1300262138.70326
168,6,2,1300292102.85217
161,44,1,1300330194.91876
42,54,3,1300332304.32471
54,42,3,1300332465.49224
54,6,3,1300333012.95413
42,170,3,1300402382.46128
6,171,1,1300411884.69399
171,6,1,1300414645.92746
104,105,2,1300459755.42946
105,104,2,1300459768.82549
42,104,1,1300473495.35943
6,167,2,1300568050.6267
111,170,1,1300652885.59238
89,6,5,1300708855.39164
6,168,3,1300720137.00426
6,69,1,1300745124.00214
75,140,-1,1300756036.36913
161,140,-1,1300756138.39013
111,140,-1,1300756261.61723
69,6,2,1300789107.18729
40,42,2,1300815962.85964
163,172,1,1300839352.59369
161,10,1,1300839891.18732
10,161,1,1300839913.56754
172,163,1,1300844813.10287
75,111,1,1300847913.88432
111,75,1,1300848458.62375
75,42,3,1300857385.78325
111,44,1,1300864405.05485
128,172,1,1300869245.91488
167,6,2,1300922187.70427
163,173,1,1300928213.78487
173,163,1,1300928240.52163
173,170,1,1300931572.43768
42,173,4,1300933559.35294
173,42,4,1300933628.40347
73,97,1,1300933841.61542
42,174,2,1300933940.81493
174,42,2,1300934003.34278
97,73,1,1300934772.96625
173,6,1,1300936616.54053
173,95,1,1300936648.23633
173,21,1,1300937004.55166
105,114,1,1300997414.74007
114,105,2,1300998238.60245
26,81,2,1301003730.28041
98,175,1,1301005357.37453
105,176,1,1301019703.69875
176,105,1,1301019908.37738
21,173,1,1301020983.01394
6,173,1,1301023265.29454
98,113,1,1301029977.05713
6,140,-1,1301032557.19767
29,111,4,1301053223.02334
111,29,4,1301053275.06746
175,177,1,1301084932.76856
177,175,1,1301086321.13469
135,83,1,1301089005.69938
114,163,1,1301105775.10627
21,89,2,1301142985.03367
42,178,2,1301148833.16292
42,179,1,1301149633.64025
179,42,1,1301149695.18141
170,173,1,1301167471.06378
178,42,2,1301168075.27677
178,2,5,1301168216.3998
98,140,-1,1301193533.06173
137,180,1,1301235483.09664
180,137,1,1301235508.69089
180,81,1,1301235545.31582
137,181,1,1301245064.58624
1,184,7,1301329948.91762
42,1,7,1301333077.92972
42,6,7,1301333083.16938
29,1,8,1301333302.87472
163,137,1,1301339345.99901
137,163,1,1301339497.00076
42,185,4,1301341025.09
1,186,1,1301354601.2876
186,1,1,1301354685.48414
186,170,1,1301354726.36129
21,1,4,1301365737.22085
21,180,1,1301365871.60088
180,21,1,1301366024.41918
1,95,1,1301366233.10452
1,187,1,1301369843.28328
187,1,1,1301369929.12868
42,188,1,1301439895.52296
186,32,1,1301447178.01603
42,175,2,1301453104.26438
160,146,1,1301513674.37768
146,160,1,1301514094.92735
42,190,1,1301521482.93868
42,191,1,1301522462.81942
191,42,1,1301523090.45585
6,192,3,1301569599.51207
1,75,1,1301600149.38126
75,1,2,1301600346.82901
24,1,8,1301607874.4924
44,111,1,1301613622.54372
21,132,1,1301617653.67475
167,193,1,1301618418.8494
193,167,1,1301618444.55443
192,6,2,1301630013.46087
42,169,3,1301683978.58539
169,42,3,1301684509.79047
167,194,1,1301694942.53723
194,167,1,1301695371.53818
195,6,5,1301744132.96548
183,6,2,1301774795.68179
75,163,3,1301785228.57015
163,75,3,1301785244.12798
163,196,1,1301820795.67287
196,163,1,1301821269.51203
163,197,1,1301827089.371
197,163,10,1301827807.72056
111,198,1,1301863197.31473
198,111,1,1301863380.16357
29,199,1,1301866633.93795
199,45,1,1301866651.50438
199,29,1,1301866658.16656
163,98,2,1301897258.59866
98,163,2,1301897279.19406
1,6,5,1301898700.00283
1,42,5,1301898705.01812
1,44,8,1301898738.21734
1,56,2,1301898759.93158
6,1,5,1301899167.88298
6,29,5,1301899174.23402
6,30,5,1301899185.05481
6,16,5,1301899226.79428
6,52,2,1301899299.67572
6,44,6,1301899326.87125
169,44,1,1301901227.83931
167,200,1,1301901459.51033
200,167,2,1301901471.90318
44,169,1,1301901475.36796
191,201,1,1301936770.23107
29,105,2,1301938972.97953
105,29,2,1301939041.53778
201,191,1,1301941162.33583
42,202,6,1301945086.58244
202,42,6,1301945156.92203
98,1,1,1301972936.39276
165,6,1,1301973637.93208
1,45,3,1301975394.34679
45,1,3,1301975615.66909
163,204,1,1301998379.28746
204,42,2,1301999041.33397
163,40,1,1302005850.75124
40,163,1,1302005904.06754
125,42,5,1302011702.12912
42,125,5,1302011716.65014
165,59,1,1302012515.57348
40,85,1,1302012678.63861
111,59,5,1302016172.14603
1,205,1,1302017978.22264
201,59,3,1302025647.35766
26,206,1,1302027410.92431
206,26,1,1302027786.63124
1,207,1,1302043777.83291
207,1,1,1302043935.46555
59,201,3,1302044439.63816
59,45,1,1302044526.12678
59,165,1,1302044550.36239
59,111,5,1302044581.24267
59,60,8,1302044652.10865
188,42,2,1302055573.88593
52,16,1,1302069957.59209
26,208,2,1302082638.35105
208,26,2,1302082712.11024
204,205,2,1302096657.23576
205,204,2,1302097036.37516
205,210,1,1302103935.61212
210,205,1,1302103959.46268
42,211,1,1302107640.20041
42,210,3,1302108245.39571
210,42,3,1302108321.25808
6,136,2,1302112511.70515
127,167,1,1302117349.64077
167,127,1,1302117447.02989
42,204,4,1302121400.1563
127,119,1,1302132473.03542
176,209,1,1302136505.95479
209,176,1,1302136666.07502
42,203,5,1302203707.81714
203,42,6,1302203835.70195
42,212,1,1302204154.31343
212,42,1,1302204187.96469
213,68,1,1302212934.15979
105,6,5,1302236703.97441
6,105,4,1302236754.91664
1,194,1,1302237679.6853
194,1,1,1302237928.02605
211,205,1,1302246462.50509
205,211,1,1302246492.70812
42,64,2,1302278539.02512
64,42,4,1302279515.49002
64,75,3,1302279761.22593
75,64,3,1302287609.45711
42,215,1,1302289159.55323
215,42,1,1302289547.82167
21,211,2,1302290506.1325
127,6,3,1302290513.17185
211,21,2,1302290516.59398
211,42,5,1302292040.5721
211,1,5,1302292044.59373
211,163,5,1302292056.33274
1,211,2,1302292173.95028
125,124,1,1302292905.39664
167,216,1,1302296393.61884
216,167,1,1302296410.68733
42,217,10,1302296668.90613
5,218,1,1302322673.83153
218,5,1,1302322871.16228
45,180,1,1302323406.62678
218,219,1,1302333277.12914
219,218,2,1302335098.12836
1,220,1,1302449430.17889
6,220,4,1302449755.37367
1,221,1,1302453499.78746
221,1,1,1302454856.85179
163,119,1,1302482453.1886
216,114,1,1302495086.26435
163,200,2,1302496979.47426
200,163,2,1302496999.18794
204,84,1,1302530478.1929
204,85,1,1302534403.24766
168,222,1,1302543865.71495
222,168,1,1302543928.24847
17,223,2,1302565807.95899
42,224,4,1302617059.0161
42,225,4,1302617703.32199
225,42,4,1302618615.20687
111,226,1,1302639445.78691
226,111,1,1302639465.88425
26,227,1,1302639584.04456
227,26,1,1302639594.24471
163,103,1,1302641206.60453
103,163,1,1302641237.23526
5,228,3,1302648708.99925
226,42,5,1302648768.56717
189,176,1,1302652617.51579
176,189,1,1302652619.89266
103,30,1,1302659093.709
202,103,1,1302659161.53761
103,202,1,1302659185.59919
176,182,2,1302659794.35446
228,5,3,1302659889.30505
182,176,2,1302660915.73231
182,229,1,1302660923.43809
229,182,1,1302661144.3117
229,2,1,1302661676.62094
30,103,1,1302666289.3934
42,229,1,1302707523.2397
114,6,1,1302713671.69297
209,128,1,1302722251.86399
182,132,1,1302725616.99514
1,80,1,1302729569.61908
163,190,1,1302740432.54859
132,182,1,1302745364.87522
132,195,2,1302747220.14808
195,132,1,1302747939.81542
45,6,3,1302750631.70804
138,1,4,1302752567.01549
42,56,4,1302790887.38111
111,18,10,1302791427.3307
1,231,1,1302800924.19661
231,1,1,1302800937.45189
182,232,1,1302814706.88712
232,182,1,1302814788.93336
163,114,4,1302817543.85249
42,221,2,1302818032.37702
221,42,2,1302818176.74099
42,233,2,1302818420.69705
17,191,1,1302820322.40181
6,203,4,1302824119.085
190,163,2,1302825832.23655
106,57,5,1302842625.08982
106,114,1,1302842652.67125
229,6,1,1302845151.17931
6,229,1,1302845532.66568
1,234,1,1302847189.76303
234,1,1,1302847200.44657
103,1,2,1302881091.40027
1,103,1,1302881463.21927
103,233,1,1302881660.53253
103,235,1,1302881716.56255
42,236,3,1302882663.48147
236,42,3,1302882727.21246
103,216,1,1302883016.61397
230,237,1,1302883800.22379
216,103,1,1302885177.36545
237,230,1,1302887909.58358
163,92,1,1302888454.20976
128,209,1,1302895949.56359
235,103,1,1302902855.06206
182,163,4,1302904462.42451
163,182,4,1302904613.50992
182,45,1,1302906349.12986
167,182,1,1302917070.79383
182,167,1,1302918774.91556
233,42,3,1302920250.19332
42,239,2,1302923640.05259
180,45,5,1302923672.39342
180,80,1,1302923731.87447
180,16,5,1302924030.13264
239,42,8,1302924331.03873
163,238,3,1302928520.55802
238,163,3,1302928586.56327
167,21,1,1302932650.78467
21,167,1,1302932675.14829
240,241,1,1302933257.32159
167,242,1,1302933285.10365
202,234,1,1302933633.32301
242,167,1,1302933663.71517
243,244,10,1302958659.96369
6,200,2,1302970025.95609
6,245,1,1302978023.97721
163,246,1,1302978044.28952
246,163,1,1302978081.78907
216,247,1,1302990371.15432
247,216,1,1302991007.04608
163,248,1,1302995384.62134
248,163,1,1302995611.55773
217,225,4,1303021207.75337
217,202,5,1303021210.01436
217,75,5,1303021213.96774
217,42,5,1303021221.59123
163,97,2,1303021542.45496
97,163,1,1303022826.24276
28,180,2,1303055665.67399
180,28,2,1303055677.04459
250,176,1,1303064582.67538
176,250,1,1303064621.364
244,243,10,1303064666.45267
205,251,1,1303066398.74266
251,205,1,1303066422.7527
252,163,1,1303076403.988
178,111,1,1303080084.25373
111,178,1,1303080211.60651
185,217,4,1303080730.55375
185,42,5,1303080818.11106
185,106,1,1303081272.30198
106,185,1,1303081506.88679
185,132,1,1303083553.72312
132,185,1,1303083824.63758
98,253,1,1303084783.03146
16,42,5,1303085826.86171
160,75,1,1303090859.30757
6,254,1,1303099054.93551
254,6,1,1303099322.50252
253,165,1,1303113301.68098
165,253,1,1303113398.11481
191,20,1,1303114586.23407
234,255,2,1303115280.50916
255,234,2,1303115648.8389
163,252,1,1303121613.1391
209,45,1,1303136046.42943
190,73,2,1303154040.49594
1,256,1,1303161461.95713
45,209,1,1303168886.31513
189,257,1,1303168898.16831
257,189,1,1303168905.59715
3,242,2,1303175312.55388
242,3,2,1303175839.85251
258,259,1,1303192071.75571
259,258,1,1303192108.97372
217,21,5,1303197787.15083
231,163,1,1303205377.55264
163,231,1,1303205387.07125
232,6,2,1303251534.06528
6,232,2,1303251550.345
28,261,1,1303252801.98936
261,28,1,1303252805.75341
42,259,2,1303253191.86247
259,42,3,1303253327.18892
21,262,1,1303256262.8433
98,263,1,1303256893.33403
263,98,1,1303256975.46436
45,261,1,1303257293.9611
261,45,1,1303257295.45308
175,42,3,1303257371.27207
21,264,1,1303258734.82521
264,21,1,1303258968.10963
6,214,1,1303263457.99911
214,6,1,1303263494.46938
13,214,1,1303264358.25127
6,98,2,1303269567.19431
244,16,1,1303278095.6189
242,265,1,1303280196.19433
265,242,1,1303280237.42379
242,266,1,1303282173.97886
266,242,1,1303282190.53093
42,189,2,1303338920.24671
189,42,2,1303338935.30631
106,242,1,1303342751.31404
242,106,1,1303342876.66572
167,267,1,1303344910.5805
29,268,2,1303345804.65132
267,167,1,1303348286.09602
1,141,1,1303356386.92155
141,1,1,1303356404.35379
195,15,1,1303357170.26507
21,159,1,1303359602.70177
159,21,1,1303359614.46297
159,42,2,1303360208.24803
21,234,2,1303361096.159
240,21,1,1303361103.80481
234,21,2,1303361107.1509
21,240,1,1303361108.41975
163,167,3,1303361238.56362
167,163,3,1303361248.8609
234,165,1,1303377388.76064
165,234,1,1303377420.19429
165,147,2,1303387704.0627
147,165,2,1303387833.90276
6,226,2,1303391987.2434
42,184,7,1303396798.83528
217,239,4,1303406592.00074
